data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78
Dehejia-Wahba Sample,0,19,6,0,1,0,1,0.0,0.0,5071.801
Dehejia-Wahba Sample,0,19,10,0,0,0,1,0.0,0.0,3194.01
Dehejia-Wahba Sample,0,17,11,0,0,0,1,0.0,0.0,0.0
Dehejia-Wahba Sample,0,20,9,1,0,0,1,0.0,0.0,5193.089
Dehejia-Wahba Sample,0,17,9,1,0,0,1,0.0,0.0,0.0
Dehejia-Wahba Sample,0,17,10,1,0,0,1,0.0,0.0,275.5661
Dehejia-Wahba Sample,0,17,9,1,0,0,1,0.0,0.0,3590.702
Dehejia-Wahba Sample,0,19,11,1,0,0,1,0.0,0.0,0.0
Dehejia-Wahba Sample,0,19,10,1,0,1,1,0.0,0.0,12797.67
Dehejia-Wahba Sample,0,20,9,1,0,0,1,0.0,0.0,2035.914
Dehejia-Wahba Sample,0,18,9,1,0,0,1,0.0,0.0,2389.679
Dehejia-Wahba Sample,0,18,11,1,0,0,1,0.0,0.0,0.0
Dehejia-Wahba Sample,0,17,10,0,1,0,1,0.0,0.0,8469.275
Dehejia-Wahba Sample,0,19,11,1,0,0,1,0.0,0.0,0.0
Dehejia-Wahba Sample,0,17,10,1,0,0,1,0.0,0.0,1143.387
Dehejia-Wahba Sample,0,17,9,0,1,0,1,0.0,0.0,5114.814
Dehejia-Wahba Sample,0,18,10,1,0,0,1,0.0,0.0,781.2243
Dehejia-Wahba Sample,0,21,9,1,0,0,1,591.4991,0.0,3343.224
Dehejia-Wahba Sample,0,18,10,1,0,0,1,1563.249,0.0,9602.439
Dehejia-Wahba Sample,0,19,11,1,0,0,1,1626.623,0.0,0.0
Dehejia-Wahba Sample,0,24,9,1,0,0,1,2788.498,0.0,16461.57
Dehejia-Wahba Sample,0,28,11,0,1,1,1,3472.948,0.0,6771.622
Dehejia-Wahba Sample,0,25,11,1,0,0,1,5281.245,0.0,0.0
Dehejia-Wahba Sample,0,21,7,1,0,0,1,33799.95,0.0,11011.57
Dehejia-Wahba Sample,0,39,11,1,0,0,1,0.0,83.68964,0.0
Dehejia-Wahba Sample,0,36,12,1,0,0,0,0.0,142.3973,0.0
Dehejia-Wahba Sample,0,24,12,1,0,0,0,0.0,159.8847,0.0
Dehejia-Wahba Sample,0,17,11,1,0,0,1,989.2678,165.2077,4251.127
Dehejia-Wahba Sample,0,18,10,1,0,0,1,960.4268,240.1067,2891.668
Dehejia-Wahba Sample,0,18,10,1,0,0,1,0.0,273.5525,5514.365
Dehejia-Wahba Sample,0,28,10,1,0,0,1,1471.293,367.8234,4858.895
Dehejia-Wahba Sample,0,27,13,0,0,0,0,5214.306,474.5018,4812.576
Dehejia-Wahba Sample,0,31,12,0,0,0,0,0.0,494.643,0.0
Dehejia-Wahba Sample,0,22,9,1,0,0,1,0.0,506.4076,604.1987
Dehejia-Wahba Sample,0,31,10,1,0,0,1,0.0,520.4463,14527.88
Dehejia-Wahba Sample,0,26,10,1,0,1,1,6140.367,558.7734,0.0
Dehejia-Wahba Sample,0,18,9,0,0,0,1,0.0,559.596,7300.498
Dehejia-Wahba Sample,0,23,11,1,0,0,1,6382.309,580.7901,0.0
Dehejia-Wahba Sample,0,20,12,1,0,0,0,0.0,591.8151,4159.919
Dehejia-Wahba Sample,0,19,10,1,0,0,1,0.0,604.1539,0.0
Dehejia-Wahba Sample,0,18,11,1,0,0,1,1064.699,645.2723,5497.591
Dehejia-Wahba Sample,0,17,10,1,0,0,1,0.0,664.569,0.0
Dehejia-Wahba Sample,0,27,12,1,0,1,0,0.0,752.3901,0.0
Dehejia-Wahba Sample,0,27,11,1,0,0,1,3065.194,766.2986,0.0
Dehejia-Wahba Sample,0,28,12,0,0,0,0,0.0,803.343,16477.02
Dehejia-Wahba Sample,0,28,11,1,0,0,1,2431.949,863.4795,0.0
Dehejia-Wahba Sample,0,21,10,1,0,0,1,6661.063,1162.362,39483.53
Dehejia-Wahba Sample,0,17,10,0,1,0,1,4905.119,1168.902,11306.27
Dehejia-Wahba Sample,0,26,11,1,0,0,1,4699.963,1174.991,6672.021
Dehejia-Wahba Sample,0,29,9,1,0,0,1,0.0,1203.824,9378.653
Dehejia-Wahba Sample,0,17,10,0,1,0,1,1203.609,1239.628,5088.986
Dehejia-Wahba Sample,0,22,11,1,0,0,1,7914.131,1321.66,2639.29
Dehejia-Wahba Sample,0,24,11,1,0,0,1,0.0,1327.993,9495.902
Dehejia-Wahba Sample,0,20,12,1,0,0,0,557.6988,1371.473,20893.11
Dehejia-Wahba Sample,0,18,12,1,0,0,0,0.0,1405.512,0.0
Dehejia-Wahba Sample,0,24,11,0,0,0,1,2669.725,1468.383,10361.69
Dehejia-Wahba Sample,0,21,9,0,0,0,1,2988.412,1577.167,1740.199
Dehejia-Wahba Sample,0,30,8,1,0,0,1,0.0,1706.657,0.0
Dehejia-Wahba Sample,0,31,11,1,0,0,1,17711.88,1726.445,0.0
Dehejia-Wahba Sample,0,17,10,0,1,0,1,1442.681,1734.559,6354.194
Dehejia-Wahba Sample,0,19,9,1,0,0,1,8409.627,1778.089,7171.0
Dehejia-Wahba Sample,0,23,11,1,0,0,1,0.0,1896.023,5573.547
Dehejia-Wahba Sample,0,22,12,1,0,0,0,4380.017,2003.68,439.6881
Dehejia-Wahba Sample,0,29,12,1,0,0,0,22859.44,2080.209,16969.95
Dehejia-Wahba Sample,0,22,10,1,0,0,1,0.0,2174.955,5344.021
Dehejia-Wahba Sample,0,29,13,1,0,0,0,718.2492,2265.579,2725.322
Dehejia-Wahba Sample,0,19,11,1,0,0,1,721.3406,2445.589,9772.283
Dehejia-Wahba Sample,0,17,9,1,0,0,1,0.0,2595.267,0.0
Dehejia-Wahba Sample,0,18,10,1,0,0,1,1716.509,2682.125,0.0
Dehejia-Wahba Sample,0,19,12,1,0,0,0,8417.0,2814.195,1720.907
Dehejia-Wahba Sample,0,20,6,1,0,0,1,6006.879,2850.61,0.0
Dehejia-Wahba Sample,0,33,11,1,0,0,1,10523.83,2899.82,18859.89
Dehejia-Wahba Sample,0,36,11,0,1,0,1,5443.734,3063.878,1324.542
Dehejia-Wahba Sample,0,25,11,1,0,0,1,15209.99,3072.726,284.6584
Dehejia-Wahba Sample,0,19,11,1,0,0,1,3504.014,3285.68,11195.93
Dehejia-Wahba Sample,0,23,8,1,0,0,1,7724.283,3403.056,0.0
Dehejia-Wahba Sample,0,17,11,1,0,0,1,4080.73,3796.029,0.0
Dehejia-Wahba Sample,0,43,10,1,0,0,1,2502.868,4128.443,7565.273
Dehejia-Wahba Sample,0,26,11,1,0,1,1,0.0,4184.732,0.0
Dehejia-Wahba Sample,0,27,11,1,0,1,1,0.0,4491.884,0.0
Dehejia-Wahba Sample,0,19,11,1,0,0,1,6337.492,4503.064,0.0
Dehejia-Wahba Sample,0,28,11,1,0,1,1,8593.163,5393.895,4974.586
Dehejia-Wahba Sample,0,28,12,1,0,1,0,10585.13,5551.456,12780.02
Dehejia-Wahba Sample,0,26,8,1,0,0,1,1126.29,5562.598,3523.578
Dehejia-Wahba Sample,0,31,12,1,0,0,0,0.0,5613.909,0.0
Dehejia-Wahba Sample,0,23,11,1,0,0,1,7617.362,5716.407,10274.84
Dehejia-Wahba Sample,0,20,12,1,0,0,0,7182.492,6004.728,4779.72
Dehejia-Wahba Sample,0,28,10,1,0,1,1,8293.345,6449.48,16988.18
Dehejia-Wahba Sample,0,39,12,1,0,1,0,19785.32,6608.137,499.2572
Dehejia-Wahba Sample,0,21,8,1,0,0,1,39570.68,6608.304,3083.581
Dehejia-Wahba Sample,0,22,11,1,0,0,1,8810.067,6974.484,3708.719
Dehejia-Wahba Sample,0,20,11,1,0,0,1,8009.164,7666.875,7659.218
Dehejia-Wahba Sample,0,21,11,0,1,0,1,2992.534,8920.471,20857.84
Dehejia-Wahba Sample,0,23,12,0,1,0,0,5721.696,8960.684,7078.178
Dehejia-Wahba Sample,0,29,9,1,0,0,1,9268.943,9160.693,0.0
Dehejia-Wahba Sample,0,28,9,1,0,1,1,10222.41,9210.447,1239.844
Dehejia-Wahba Sample,0,30,11,1,0,1,1,0.0,9311.938,3982.801
Dehejia-Wahba Sample,0,25,10,1,0,1,1,13519.97,9319.444,0.0
Dehejia-Wahba Sample,0,28,11,1,0,1,1,824.3889,10033.91,0.0
Dehejia-Wahba Sample,0,22,10,0,0,0,1,27864.36,10598.67,7094.92
Dehejia-Wahba Sample,0,44,9,1,0,1,1,12260.78,10857.24,12359.31
Dehejia-Wahba Sample,0,21,9,1,0,0,1,31886.43,12357.22,0.0
Dehejia-Wahba Sample,0,28,11,1,0,0,1,17491.45,13371.25,0.0
Dehejia-Wahba Sample,0,29,9,0,1,0,1,9594.308,16341.16,16900.3
Dehejia-Wahba Sample,0,25,9,1,0,1,1,24731.62,16946.63,7343.964
Dehejia-Wahba Sample,0,22,10,0,0,1,1,25720.92,23031.98,5448.801
